Provider,BeneID_get_mode_count,AttendingPhysician_get_mode_count,OperatingPhysician_nunique,OperatingPhysician_get_mode_count,OtherPhysician_get_mode_count,ClmAdmitDiagnosisCode_nunique,DiagnosisGroupCode_nunique,State_nunique,County_Name_nunique,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_p99_5,DeductibleAmtPaid_std,DeductibleAmtPaid_p99_5,IPAnnualReimbursementAmt_mean,IPAnnualReimbursementAmt_std,IPAnnualReimbursementAmt_p99_5,IPAnnualDeductibleAmt_mean,IPAnnualDeductibleAmt_std,IPAnnualDeductibleAmt_p99_5,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_p99_5,OPAnnualDeductibleAmt_mean,Age_std,Age_min,Age_max,IsMale_any,IsMale_std,IsWhiteRace_any,IsBlackRace_any,IsHispanicRace_any,IsOtherRace_any,RenalDiseaseIndicator_mean,RenalDiseaseIndicator_any,RenalDiseaseIndicator_all,IsInpatient_std,IsInpatient_any,IsPostDischargeBilling_any,IsDead_any,ClaimDurationDays_min,ClaimDurationDays_max,ClaimDurationDays_mean,ClaimDurationDays_std,ClmDiagnosisCount_mean,ClmDiagnosisCount_std,ClmDiagnosisCount_max,NoOfMonths_PartACov_std,NoOfMonths_PartBCov_std,Diseases Of The Circulatory System_max,Diseases Of The Circulatory System_std,Diseases Of The Digestive System_max,Diseases Of The Digestive System_std,Diseases Of The Genitourinary System_max,Diseases Of The Genitourinary System_std,Diseases Of The Nervous System_max,Diseases Of The Nervous System_std,Diseases Of The Respiratory System_max,Diseases Of The Respiratory System_std,"Injury, Poisoning & External Causes_max","Injury, Poisoning & External Causes_std",Mental Disorders_max,Mental Disorders_std,Musculoskeletal & Connective Tissue_max,Musculoskeletal & Connective Tissue_std,Neoplasms_max,Neoplasms_std,Supplementary Factors (V-Codes)_max,Supplementary Factors (V-Codes)_std,"Symptoms, Signs, And Ill-Defined_max","Symptoms, Signs, And Ill-Defined_std","Systemic, Metabolic & Blood Disorders_max","Systemic, Metabolic & Blood Disorders_std",Congenital Anomalies_std,Diseases Of The Skin_std,Infectious And Parasitic Diseases_std,"Pregnancy, Childbirth & Perinatal_std",Procedures & Surgeries_std,IschemicHeart_Rate,Diabetes_Rate,HeartFailure_Rate,Depression_Rate,Alzheimer_Rate,KidneyDisease_Rate,Osteoporosis_Rate,RheumArthritis_Rate,ObstrPulmonary_Rate,Cancer_Rate,Stroke_Rate,AttPhys_per_Bene,OpPhys_per_Bene,OtherPhys_per_Bene,State_Concentration,Diag_Concentration,GroupCode_Concentration,County_Concentration,Circulatory_Rate,IllDefined_Rate,MetabolicBlood_Rate,Musculoskeletal_Rate,Supplementary_Rate,PotentialFraud
PRV52708,8,12,6,2,4,7,6,1,3,1303.225806451613,12650.000000000013,398.4924818168043,1068.0,4016.1290322580644,4742.733865201487,13500.500000000005,826.8387096774194,983.0891141964765,2136.0,2034.1935483870968,5860.0,549.0322580645161,17.3333782352315,27.16769336071184,90.91581108829568,1,0.4614143753790639,1,1,0,0,0.0,0,0,0.37387825055298296,1,0,0,0,20,1.3548387096774193,3.8257756259071103,3.6129032258064515,2.7649884792386707,9,0.0,2.155263624321299,3,0.8932241949060667,2,0.4543694673976518,1,0.3005371535187643,2,0.4994620762294149,3,0.6010743070375286,2,0.4275461366036783,1,0.40160966445124935,4,1.3654728591342482,1,0.3407771005482389,3,0.8475137579369866,1,0.42502371850324144,3,0.8513114487634353,0.0,0.1796053020267749,0.0,0.0,0.0,0.677419332986473,0.7741935234131121,0.5806451425598341,0.06451612695109267,0.4838709521331951,0.45161288865764876,0.29032257127991706,0.4193548251821024,0.5161290156087414,0.3548386982310097,0.09677419042663901,0.9999999677419364,0.29032257127991706,0.38709676170655605,0.9999999677419364,0.7741935234131121,0.8387096503642048,0.7096773964620194,0.7419354599375658,0.22580644432882438,0.5161290156087414,0.7419354599375658,0.5806451425598341,0
PRV54526,13,23,5,2,9,3,1,1,6,222.3913043478261,1874.9999999999986,9.262672478786852,50.99999999999994,7316.521739130435,9918.981403213471,22120.0,719.7391304347826,956.6892548966894,2136.0,1827.608695652174,4226.249999999998,631.0869565217391,20.564748158884605,33.333333333333336,85.16632443531827,1,0.47395957755848783,1,0,0,1,0.06521739130434782,1,0,0.0,0,0,1,0,3,0.15217391304347827,0.5564726729577942,2.9130434782608696,2.2883869812261675,9,0.0,2.995649018740056,3,0.906231779760202,1,0.3146963876899778,2,0.3787852437326001,1,0.20618457094236217,2,0.4997583957336587,0,0.0,1,0.28488492464476783,2,0.43738352486814935,1,0.28488492464476783,4,0.781426912336446,3,0.9275701986534236,3,0.7817359599705717,0.0,0.0,0.0,0.0,0.0,0.6739130288279777,0.6521738988657848,0.23913042958412112,0.6521738988657848,0.28260868950850676,0.23913042958412112,0.1521739097353498,0.6521738988657848,0.1521739097353498,0.34782607939508525,0.0,0.9999999782608701,0.13043477977315696,0.41304346928166374,0.9999999782608701,0.8478260685255203,0.9999999782608701,0.5434782490548207,0.6086956389413992,0.6304347689035921,0.49999998913043503,0.17391303969754263,0.5217391190926278,0
PRV57557,9,12,6,7,11,11,1,3,6,213.4020618556701,2423.9999999999955,3.643239750042353,25.19999999999996,1296.0824742268042,3420.010525294791,17655.99999999996,209.1958762886598,502.81082093515494,2178.7199999999916,1705.5670103092784,10933.999999999958,621.5463917525773,14.26407949112421,33.25119780971937,98.67214236824093,1,0.4928614116909748,1,1,0,0,0.13402061855670103,1,0,0.0,0,0,0,0,20,1.2164948453608246,4.253005809923612,2.5257731958762886,1.9262051611975437,10,0.0,0.0,3,0.6773203722005844,2,0.3559750174638934,2,0.3559750174638934,4,0.5834560499294807,3,0.4562001279055399,3,0.5706149091729437,2,0.2650131294160472,3,0.6040740834382708,2,0.31191956404334387,3,0.7225800946103814,3,0.6215972663324926,4,0.6620869327582364,0.10153461651336192,0.14284180084530063,0.14284180084530063,0.0,0.0,0.7525773118290999,0.5979381381655863,0.6597938076309917,0.4742267992347753,0.2474226778616219,0.3402061820597301,0.4845360774790095,0.29896906908279314,0.40206185152513557,0.18556700839621643,0.04123711297693698,0.9999999896907218,0.16494845190774793,0.4536082427463068,0.969072154958019,0.7938144248060369,0.9999999896907218,0.7628865900733341,0.4536082427463068,0.3195876255712616,0.35051546030396435,0.26804123435009036,0.5360824687001807,0
PRV51190,2,21,5,4,8,12,4,5,14,595.6060606060606,12074.999999999975,224.75772815108348,1068.0,2953.030303030303,8519.132128007654,45678.9999999999,315.030303030303,598.5044173012741,2136.0,1981.2121212121212,16915.74999999995,652.2727272727273,11.630389290708983,35.252566735112936,95.08555783709788,1,0.5001165365357859,1,1,1,1,0.19696969696969696,1,0,0.20989507868443236,1,0,0,0,15,0.6060606060606061,2.1617570338022434,2.5454545454545454,1.9936963597361497,9,0.0,0.0,3,0.6267167564170378,4,0.6698641270570836,2,0.45007121943543843,2,0.4264014327112209,1,0.2404347267115501,5,0.8323303988044005,2,0.47206336740296084,3,0.5029053120754968,2,0.46031305856787497,3,0.7259749493196215,2,0.5056787079865591,4,1.0058106241509939,0.0,0.24618298195866545,0.0,0.0,0.0,0.7575757460973372,0.6212121117998165,0.6363636267217633,0.5454545371900827,0.4848484775022958,0.39393938797061534,0.31818181336088164,0.4090909028925621,0.36363635812672185,0.21212120890725442,0.06060605968778698,0.9999999848484851,0.18181817906336092,0.3787878730486686,0.39393938797061534,0.65151514164371,0.9545454400826449,0.34848484320477513,0.28787878351698815,0.25757575367309465,0.6060605968778697,0.19696969398530767,0.4393939327364556,0
PRV51708,1,2,1,1,2,1,1,1,1,102.5,198.5,24.999999999999996,49.24999999999999,11757.5,8538.260459055267,18970.0,1068.0,872.0183484308114,2119.98,1600.0,3427.0499999999997,632.5,4.910867675342302,76.41889117043121,88.0,1,0.5,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,2.25,1.2583057392117916,4,0.0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,4,1.8929694486000912,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999993750001562,0.7499998125000469,0.9999997500000625,0.49999987500003124,0.49999987500003124,0.24999993750001562,0.24999993750001562,0.24999993750001562,0.7499998125000469,0.24999993750001562,0.0,0.9999997500000625,0.24999993750001562,0.7499998125000469,0.9999997500000625,0.9999997500000625,0.9999997500000625,0.9999997500000625,0.24999993750001562,0.0,0.0,0.24999993750001562,1.249999687500078,0
PRV52720,6,36,3,7,10,7,1,2,5,301.0,2626.500000000001,7.917946548886298,40.0,3239.0,8246.312039020713,34530.000000000015,320.4,690.7965233950542,2942.340000000003,2017.2,5969.900000000002,544.2,8.767882652924001,61.25119780971937,100.50376454483231,1,0.5034574339058885,1,1,0,1,0.06,1,0,0.0,0,0,0,0,20,2.02,5.076918557630831,2.3,1.9613614596779974,8,0.0,0.0,2,0.6388765649999399,2,0.4677344441069971,2,0.42185208743524016,1,0.27404751561786966,2,0.31363569143000214,4,0.7284313590846836,1,0.19794866372215741,2,0.4819179369552286,1,0.14142135623730948,2,0.662709343128183,2,0.6464976285134147,3,0.6468132241526725,0.0,0.19794866372215741,0.0,0.0,0.0,0.8399999832000004,0.7199999856000003,0.47999999040000024,0.5999999880000003,0.33999999320000013,0.37999999240000015,0.4599999908000002,0.47999999040000024,0.4399999912000002,0.03999999920000002,0.11999999760000006,0.9999999800000005,0.17999999640000008,0.29999999400000016,0.9799999804000005,0.8199999836000004,0.9999999800000005,0.7599999848000003,0.3999999920000002,0.47999999040000024,0.29999999400000016,0.17999999640000008,0.35999999280000017,0
PRV52862,4,15,13,9,4,14,52,6,12,5692.894736842105,35625.0,473.4158959375105,1068.0,11704.868421052632,14962.82250498847,60510.0,1492.8947368421052,1588.6181297295025,7712.5,2336.5789473684213,17930.0,738.1578947368421,13.039815728266571,35.671457905544145,99.50444900752909,1,0.4855815829335073,1,1,1,1,0.32894736842105265,1,0,0.4432733108029125,1,0,1,0,20,3.960526315789474,4.645975432489742,6.421052631578948,3.19275495622923,10,1.3764944032233706,0.0,7,1.7336706824214683,4,0.7897367982602279,3,0.7570719217728539,3,0.6291180125256394,3,0.7335326682831492,3,0.7755021010751225,4,0.9014608027792268,4,0.9248992358582789,2,0.4424810433049201,4,0.95172972722523,5,0.9776448607158996,4,1.0589634123858715,0.11470786693528089,0.3494356352146912,0.3900067475799551,0.0,0.0,0.7894736738227148,0.6842105173130195,0.6710526227493077,0.5394736771121885,0.31578946952908593,0.4868420988573408,0.2631578912742383,0.3815789423476455,0.44736841516620507,0.21052631301939062,0.15789473476454297,0.9868420922783936,0.4078947314750693,0.2631578912742383,0.605263149930748,0.21052631301939062,0.2631578912742383,0.44736841516620507,1.8157894497922442,0.6315789390581719,0.8421052520775625,0.605263149930748,0.61842104449446,0
PRV54133,2,7,3,1,3,5,1,2,7,142.4,875.9999999999998,0.0,0.0,2761.6,4782.9346639903,15104.0,384.48,607.2905070886585,2007.839999999999,2085.2,12575.19999999999,420.4,11.077954154774346,44.167008898015055,90.7542778918549,1,0.5,1,1,1,0,0.2,1,0,0.0,0,0,0,0,1,0.08,0.27688746209726917,2.96,2.9223278392404914,9,2.4000000000000004,0.0,3,0.918331820930394,3,0.6633249580710799,1,0.2,2,0.4725815626252608,1,0.27688746209726917,1,0.2768874620972691,2,0.43969686527576396,2,0.6506407098647712,1,0.33166247903553997,3,0.8225975119502045,2,0.7118052168020874,3,0.9626352718795769,0.0,0.0,0.2,0.0,0.0,0.7599999696000012,0.7599999696000012,0.599999976000001,0.39999998400000064,0.23999999040000036,0.39999998400000064,0.27999998880000043,0.19999999200000032,0.23999999040000036,0.07999999680000013,0.03999999840000006,0.9999999600000016,0.11999999520000018,0.3199999872000005,0.8399999664000013,0.679999972800001,0.9999999600000016,0.39999998400000064,0.5199999792000009,0.4399999824000007,0.4799999808000007,0.4399999824000007,0.5199999792000009,0
PRV52443,1,1,0,0,0,1,1,1,1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,50.0,0.0,92.16700889801506,92.16700889801506,1,0.0,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.9999990000010001,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.0,0.0,0.9999990000010001,0.0,0.0,0
PRV54500,1,2,1,2,0,2,2,1,2,12500.0,15965.0,0.0,1068.0,12735.0,4857.823586751581,16135.65,1068.0,0.0,1068.0,280.0,418.6,325.0,6.423491581045771,73.25119780971937,82.33538672142369,1,0.7071067811865476,1,0,0,0,1.0,1,1,0.0,1,0,0,10,17,13.5,4.949747468305833,10.0,0.0,10,0.0,0.0,2,0.7071067811865476,1,0.7071067811865476,2,1.4142135623730951,0,0.0,1,0.7071067811865476,2,0.7071067811865476,2,1.4142135623730951,3,1.4142135623730951,0,0.0,3,2.1213203435596424,1,0.7071067811865476,2,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.99999950000025,0.499999750000125,0.499999750000125,0.499999750000125,0.0,0.99999950000025,0.99999950000025,0.499999750000125,0.499999750000125,0.0,0.0,0.99999950000025,0.99999950000025,0.0,0.99999950000025,0.499999750000125,0.499999750000125,0.499999750000125,1.499999250000375,0.499999750000125,0.99999950000025,1.9999990000005,1.499999250000375,0
PRV51435,1,4,6,2,1,8,7,1,9,1461.7391304347825,9670.000000000002,479.5082461259314,1068.0,5849.130434782609,11677.615304910767,45046.70000000001,510.7826086956522,710.5914921913319,2136.0,1603.4782608695652,4745.200000000001,613.0434782608696,8.676296852652657,60.58590006844627,96.91444216290212,1,0.5068698018697019,1,0,1,1,0.13043478260869565,1,0,0.4489777585448795,1,0,0,0,20,1.434782608695652,4.251481955063347,4.043478260869565,3.211885043645995,10,0.0,0.0,4,1.085295173051194,2,0.5587959953568722,1,0.34435022157509093,1,0.4489777585448796,2,0.4910261901035308,1,0.34435022157509093,1,0.2881040655200304,2,0.66237087637185,2,0.5587959953568721,4,0.9920633665850979,2,0.5997364375010102,4,1.085295173051194,0.0,0.4910261901035309,0.5762081310400607,0.0,0.0,0.6956521436672981,0.5652173667296797,0.5652173667296797,0.2608695538752368,0.3043478128544429,0.34782607183364905,0.2608695538752368,0.3043478128544429,0.2608695538752368,0.08695651795841226,0.08695651795841226,0.999999956521741,0.3043478128544429,0.2608695538752368,0.999999956521741,0.5652173667296797,0.7391304026465042,0.34782607183364905,0.7826086616257103,0.21739129489603065,0.7826086616257103,0.4347825897920613,0.5652173667296797,0
PRV56969,1,1,0,0,0,1,1,1,1,10.0,10.0,0.0,0.0,3000.0,0.0,3000.0,1068.0,0.0,1068.0,6780.0,6780.0,760.0,0.0,85.50308008213553,85.50308008213553,0,0.0,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.0,0.9999990000010001,0.0,0.0,0.0,0.9999990000010001,0.0,0.9999990000010001,0.0,0.0,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.0,0.0,0.0,0
PRV54621,1,1,0,0,0,1,1,1,1,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,1730.0,760.0,0.0,79.8384668035592,79.8384668035592,0,0.0,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.9999990000010001,0.0,0.0,0.0,0.0,0.0,0
PRV51180,5,66,3,11,0,10,3,2,5,730.5426356589147,18599.999999999978,132.8003524996489,1068.0,3145.3488372093025,7536.58286776404,37111.99999999999,480.1860465116279,843.9189624106566,3204.0,2314.263565891473,18014.399999999998,621.3178294573644,13.317433212842577,35.58658453114305,97.83709787816564,1,0.5019342431993699,1,1,1,1,0.14728682170542637,1,0,0.12402722256821079,1,0,0,0,20,1.6124031007751938,4.970711212818574,2.7364341085271318,2.0098172330034196,9,0.0,1.0565410875907484,3,0.6487726934388791,2,0.375161463947202,3,0.5697476661652728,2,0.3878608597314607,3,0.45082826445444574,5,0.6428648332258108,4,0.47997698588239013,4,0.6661819943622037,1,0.2557478773014276,4,0.8580868164096942,3,0.6242243248640171,3,0.624224324864017,0.08804509063256237,0.15130248464736168,0.27248675382071685,0.0,0.0,0.7209302269695331,0.6434108477254973,0.6046511581034794,0.39534883414458266,0.3565891445225648,0.4418604616910042,0.40310077206898626,0.3410852686737576,0.32558139282495047,0.09302325509284298,0.0852713171684394,0.9999999922480621,0.16279069641247523,0.0,0.8759689854576048,0.7829457303647618,0.9844961163992549,0.8449612337599904,0.36434108244696833,0.36434108244696833,0.36434108244696833,0.29457364112733614,0.5038759650862329,0
PRV56075,1,12,1,1,6,2,1,1,2,251.66666666666666,1650.5000000000002,0.0,0.0,3272.5,4671.727585846978,11000.0,445.0,549.943798781459,1068.0,1905.8333333333333,4795.0,497.5,16.03434691099406,27.838466803559207,88.99931553730322,1,0.45226701686664544,1,1,0,0,0.16666666666666666,1,0,0.0,0,0,0,0,1,0.08333333333333333,0.28867513459481287,1.9166666666666667,1.443375672974064,6,0.0,0.0,2,0.7929614610987591,0,0.0,1,0.4522670168666455,1,0.28867513459481287,1,0.28867513459481287,3,0.8660254037844387,0,0.0,0,0.0,0,0.0,2,0.7784989441615231,1,0.28867513459481287,1,0.5149286505444373,0.0,0.28867513459481287,0.0,0.0,0.0,0.8333332638888947,0.7499999375000053,0.4999999583333368,0.2499999791666684,0.41666663194444736,0.2499999791666684,0.41666663194444736,0.3333333055555579,0.41666663194444736,0.16666665277777895,0.16666665277777895,0.9999999166666736,0.08333332638888948,0.4999999583333368,0.9999999166666736,0.9166665902777842,0.9999999166666736,0.8333332638888947,0.41666663194444736,0.08333332638888948,0.41666663194444736,0.0,0.3333333055555579,0
PRV53288,2,8,7,3,5,8,1,5,13,286.9767441860465,3300.0,0.0,0.0,4956.511627906977,11575.835644775783,50799.999999999985,447.06976744186045,879.2311954296272,3204.0,1507.906976744186,7769.499999999999,523.0232558139535,8.011103798631382,44.67077344284736,89.50308008213553,1,0.4991687442297914,1,1,0,0,0.18604651162790697,1,0,0.0,0,0,1,0,20,0.9534883720930233,4.157342834827331,2.9069767441860463,2.3280275064686973,9,0.0,0.0,4,1.0762718145645807,1,0.15249857033260464,2,0.5705974021574557,3,0.5588312435825207,1,0.15249857033260467,1,0.15249857033260467,6,0.9719202716254335,7,1.1407094992517937,1,0.2577696311132335,2,0.7019984130121231,3,0.6980434609042513,2,0.6181098613227682,0.0,0.4574957109978141,0.21308263231644634,0.0,0.0,0.8139534694429427,0.6511627755543541,0.6046511487290431,0.44186045484045455,0.37209301460248806,0.4651162682531101,0.44186045484045455,0.20930232071389954,0.39534882801514354,0.13953488047593302,0.11627906706327752,0.9999999767441866,0.20930232071389954,0.37209301460248806,0.697674402379665,0.7209302157923206,0.9999999767441866,0.44186045484045455,0.7209302157923206,0.4186046414277991,0.37209301460248806,0.27906976095186603,0.4651162682531101,0
PRV51924,7,14,5,4,7,5,1,1,5,314.2,2677.5000000000014,14.142135623730951,75.50000000000026,2065.6,5566.598697699026,28668.800000000054,234.96,496.2677420876101,1874.3400000000029,2585.4,7960.0,823.0,9.671255335364389,45.503080082135526,97.58521560574948,1,0.5034574339058886,1,1,1,0,0.14,1,0,0.0,0,0,0,0,13,0.78,2.772238467817836,3.02,2.09459946977352,9,0.0,0.0,4,0.9071147352221454,2,0.3642156795423418,2,0.43752550946038726,2,0.3854496446637727,2,0.3642156795423418,3,0.5480950312357393,1,0.27404751561786966,3,0.6776309271789385,2,0.38544964466377263,3,0.7889543583705185,2,0.6749149606295838,4,0.8390957231764808,0.0,0.14142135623730948,0.1979486637221574,0.0,0.0,0.6999999860000004,0.8199999836000004,0.6599999868000003,0.35999999280000017,0.37999999240000015,0.4999999900000002,0.4399999912000002,0.3999999920000002,0.35999999280000017,0.1999999960000001,0.09999999800000005,0.9799999804000005,0.23999999520000012,0.4399999912000002,0.9999999800000005,0.7999999840000004,0.9999999800000005,0.5399999892000003,0.5599999888000002,0.4399999912000002,0.4999999900000002,0.29999999400000016,0.4999999900000002,0
PRV53763,2,58,1,42,8,12,53,4,14,12741.379310344828,53009.99999999995,0.0,1068.0,18579.137931034482,16307.582811028005,87037.09999999989,1705.448275862069,1123.7670229362845,6006.3799999999965,2823.2758620689656,15456.999999999993,608.448275862069,13.373809643984076,35.167693360711844,100.0848733744011,1,0.5016608833298435,1,1,1,0,0.2413793103448276,1,0,0.0,1,0,1,1,27,5.4655172413793105,4.357753796260215,7.982758620689655,1.9239157740468098,10,1.5756771943166707,0.0,7,1.6944448576689006,4,0.8835732875013623,3,0.8000302474620598,3,0.6126810756204835,4,0.9901205875949816,4,0.8627885683831279,4,0.7909041285723963,3,0.7779866052154991,1,0.36523119992833164,3,0.9136989301882886,3,0.7532948397191429,4,1.1115899351415728,0.0,0.5217588570404736,0.5232061798125777,0.0,0.0,0.9137930876932226,0.8793103296670634,0.7758620555885852,0.4999999913793105,0.5689655074316292,0.5689655074316292,0.2586206851961951,0.46551723335315115,0.48275861236623085,0.15517241111771707,0.17241379013079672,0.999999982758621,0.7241379185493463,0.1379310321046374,0.8275861926278243,0.2758620642092748,0.05172413703923902,0.3793103382877528,2.3793103038049948,0.5517241284185496,1.5344827321640908,0.4999999913793105,0.7241379185493463,1
PRV54795,1,8,1,2,2,3,1,1,2,357.6190476190476,3189.9999999999986,13.093073414159543,53.999999999999915,2619.0476190476193,5210.337709555788,19799.99999999998,590.8571428571429,1554.4836533625655,6467.999999999992,2099.0476190476193,22169.99999999997,630.952380952381,15.96008088572901,26.587268993839835,98.50513347022587,1,0.4976133515281193,1,1,0,1,0.19047619047619047,1,0,0.0,0,0,0,0,20,0.9523809523809523,4.364357804719847,2.619047619047619,1.7168631417847633,7,2.618614682831909,0.0,2,0.6761234037828132,2,0.511766315719159,2,0.511766315719159,1,0.21821789023599236,1,0.30079260375911915,0,0.0,0,0.0,2,0.511766315719159,1,0.2182178902359924,3,0.8047478161629564,2,0.5895922723535711,2,0.6690433824641326,0.0,0.0,0.0,0.0,0.0,0.8095237709750585,0.6190475895691624,0.47619045351474026,0.3333333174603182,0.4285714081632663,0.5238094988662143,0.19047618140589612,0.19047618140589612,0.04761904535147403,0.19047618140589612,0.04761904535147403,0.9999999523809546,0.09523809070294806,0.3333333174603182,0.9999999523809546,0.9047618616780065,0.9999999523809546,0.5238094988662143,0.5714285442176883,0.38095236281179223,0.38095236281179223,0.19047618140589612,0.6190475895691624,0
PRV56515,2,4,1,2,3,5,1,1,4,377.14285714285717,1848.9999999999995,0.0,0.0,3571.4285714285716,9449.11182523068,24249.999999999993,152.57142857142858,403.66605717385465,1035.9599999999998,1005.7142857142857,3098.7999999999993,504.2857142857143,19.57608048751908,30.168377823408623,89.41820670773443,1,0.5345224838248488,1,1,0,0,0.0,0,0,0.0,0,0,0,0,1,0.14285714285714285,0.37796447300922725,2.142857142857143,0.8997354108424375,3,0.0,0.0,2,0.7867957924694432,0,0.0,1,0.37796447300922725,0,0.0,1,0.48795003647426666,1,0.48795003647426666,0,0.0,2,0.7867957924694431,0,0.0,2,0.7867957924694432,1,0.37796447300922725,1,0.4879500364742666,0.0,0.0,0.0,0.0,0.0,0.857142734693895,0.857142734693895,0.7142856122449125,0.57142848979593,0.285714244897965,0.1428571224489825,0.57142848979593,0.57142848979593,0.4285713673469475,0.1428571224489825,0.4285713673469475,0.9999998571428775,0.285714244897965,0.4285713673469475,0.9999998571428775,0.285714244897965,0.9999998571428775,0.57142848979593,0.57142848979593,0.1428571224489825,0.285714244897965,0.57142848979593,0.57142848979593,0
PRV51620,1,4,3,2,1,6,4,1,2,2648.75,8895.0,552.7425130332258,1068.0,5062.5,8334.255901313052,21702.5,667.5,978.4219072421818,2136.0,6676.25,28298.149999999998,1933.75,14.658608495535857,48.251882272416154,98.91581108829568,1,0.5175491695067657,1,0,0,1,0.25,1,0,0.5175491695067657,1,0,0,0,6,1.75,2.5495097567963922,6.125,3.2705394924123103,9,0.0,0.0,5,1.6035674514745462,2,0.9258200997725515,2,0.7071067811865476,0,0.0,1,0.4629100498862757,2,0.7071067811865476,2,0.9161253813129043,1,0.3535533905932738,0,0.0,1,0.4629100498862757,4,1.4142135623730951,3,1.0350983390135313,0.0,0.46291004988627577,0.0,0.0,0.0,0.8749998906250137,0.8749998906250137,0.4999999375000079,0.3749999531250059,0.6249999218750099,0.4999999375000079,0.3749999531250059,0.3749999531250059,0.3749999531250059,0.24999996875000394,0.12499998437500197,0.9999998750000157,0.4999999375000079,0.12499998437500197,0.9999998750000157,0.3749999531250059,0.6249999218750099,0.4999999375000079,1.4999998125000236,0.9999998750000157,1.2499998437500197,0.12499998437500197,0.24999996875000394,0
PRV53544,3,17,1,4,7,5,1,1,2,285.88235294117646,1536.0,0.0,0.0,4334.705882352941,7995.0767019828045,28644.8,691.0588235294117,1129.0770827642943,3204.0,2267.6470588235293,4731.2,567.6470588235294,9.09439675209991,39.83846680355921,78.08624229979466,1,0.4372373160976031,1,1,0,0,0.058823529411764705,1,0,0.0,0,0,0,0,20,1.1764705882352942,4.850712500726659,3.0588235294117645,2.276801161588724,8,0.0,0.0,2,0.7122871199007256,1,0.3321055820775357,2,0.4850712500726659,0,0.0,2,0.5622957145383871,6,1.5048939771136505,3,0.7524469885568253,1,0.24253562503633297,3,0.7717436331412898,2,0.7122871199007256,2,0.5878675320972554,2,0.562295714538387,0.0,0.3929526239966879,0.24253562503633297,0.0,0.0,0.9411764152249167,0.6470587854671302,0.35294115570934376,0.4117646816609011,0.4117646816609011,0.35294115570934376,0.588235259515573,0.5294117335640156,0.2941176297577865,0.23529410380622917,0.17647057785467188,0.999999941176474,0.23529410380622917,0.4117646816609011,0.999999941176474,0.7058823114186875,0.999999941176474,0.8823528892733594,0.4117646816609011,0.2941176297577865,0.23529410380622917,0.05882352595155729,0.588235259515573,0
